,n,autodiff_mode,exp_type,error,time,log_error,log_time,exp_and_mode
0,3,rev,yield,62.7482351876797,6.117526747,1.7976015156665341,0.7865758768467306,yield_rev
1,3,rev,yield,1468.4778220991739,5.789441057,3.166867391912492,0.7626366366845692,yield_rev
2,3,rev,yield,55.21452696763026,6.298574298,1.7420533558426008,0.7992422566627571,yield_rev
3,3,rev,yield,20.600521567878438,6.161433243,1.3138782160576998,0.7896817474119747,yield_rev
4,3,rev,yield,276.1193338748028,5.97253898,2.441096817002063,0.7761589928704147,yield_rev
5,3,rev,yield,51.19393786008878,6.020424598,1.7092185369565955,0.7796271215013019,yield_rev
6,3,rev,yield,429.1203715455124,6.141404087,2.632579132197083,0.7882676736695349,yield_rev
7,3,rev,yield,0.7822960318552228,5.682396259,-0.10662887267836586,0.7545315157467468,yield_rev
8,3,rev,yield,74.7548571955002,6.362108213,1.8736394161893895,0.8036010517422795,yield_rev
9,3,rev,yield,335.47192152472553,5.996979543,2.52565617625708,0.7779325673674826,yield_rev
10,3,rev,yield,611.0249541455267,6.328660263,2.78605894711064,0.8013117823762959,yield_rev
11,3,rev,yield,94.91113729245433,5.977468897,1.9773171774521148,0.7765173249975299,yield_rev
12,3,rev,yield,26.236897594916783,6.135553045,1.418912480205724,0.7878537151586347,yield_rev
13,3,rev,yield,1606.877152611432,6.133926945,3.2059826757786993,0.7877385992349389,yield_rev
14,3,rev,yield,116.04825534842803,5.8104163,2.0646386157247583,0.7642072494842843,yield_rev
15,3,rev,yield,3.042577943255751,6.135132936,0.48324171258568194,0.7878239774535297,yield_rev
16,3,rev,yield,541.1131461208897,6.140231585,2.733288085066213,0.7881847513025526,yield_rev
17,3,rev,yield,140.0954534974887,6.007841869,2.146424041402893,0.7787184931831118,yield_rev
18,3,rev,yield,19.11777457916942,6.062077608,1.281437336463257,0.7826214919970279,yield_rev
19,3,rev,yield,151.70393933761184,6.388572268,2.1809968583765404,0.8054038119283813,yield_rev
20,3,rev,yield,24.986547199065292,6.111657331,1.3977062466828416,0.7861589961848214,yield_rev
21,3,rev,yield,81.46535384037354,6.231694504,1.9109729481870796,0.7946061547930293,yield_rev
22,3,rev,yield,160.41618805459768,6.254565322,2.205248192053161,0.7961971326039421,yield_rev
23,3,rev,yield,138.60801197278522,6.105301228,2.141788334568741,0.785707096361303,yield_rev
24,3,rev,yield,153.50405480577052,6.550397452,2.186119851842606,0.8162676520488267,yield_rev
25,3,rev,yield,9.001892637242689,6.189966027,0.9543338289389282,0.791688265445494,yield_rev
26,3,rev,yield,179.52121484609856,6.244243033,2.2541157785197603,0.7954797979516823,yield_rev
27,3,rev,yield,50.262681137856994,6.430165174,1.701245651234668,0.8082221289483924,yield_rev
28,3,rev,yield,312.90203667934185,6.469459,2.4954083899781554,0.8108679648822603,yield_rev
29,3,rev,yield,39.2523233766884,6.138033483,1.5938653680828492,0.7880292531805995,yield_rev
30,3,rev,yield,35.012794486518786,6.29239688,1.5442267746222638,0.7988161070469499,yield_rev
31,3,rev,yield,144.82322225430005,5.848010515,2.160838206117158,0.7670081448325625,yield_rev
32,3,rev,yield,1492.129969506823,6.78995723,3.173806653284962,0.8318670386643762,yield_rev
33,3,rev,yield,46.38038310811249,6.676058615,1.6663343316467736,0.824520141077806,yield_rev
34,3,rev,yield,209.151049596962,6.276825675,2.3204600483717055,0.7977400672460804,yield_rev
35,3,rev,yield,36.42466245740525,6.404596981,1.5613955359103726,0.806491806300117,yield_rev
36,3,rev,yield,211.3675033707369,6.22169797,2.325038217637342,0.7939089246212677,yield_rev
37,3,rev,yield,21.79581800248007,6.240538069,1.338373172839677,0.7952220368495951,yield_rev
38,3,rev,yield,3305.170141891993,6.553805255,3.5191938207907727,0.8164935322652378,yield_rev
39,3,rev,yield,830.8371243002366,6.469083913,2.919515893879579,0.810842784579428,yield_rev
40,3,rev,yield,845.8255953492232,7.243290687,2.9272808231030782,0.8599359146121235,yield_rev
41,3,rev,yield,1041.1067102877564,6.550995647,3.0174952456623227,0.8163073108524088,yield_rev
42,3,rev,yield,116.91785860321134,6.171994059,2.0678808524831624,0.7904254993508063,yield_rev
43,3,rev,yield,12.830186734385702,6.449279672,1.108232977273068,0.809511210457695,yield_rev
44,3,rev,yield,290.36994540701687,6.439156667,2.4629516629255646,0.8088289917617741,yield_rev
45,3,rev,yield,38.43804539366413,6.478738608,1.5847612953251085,0.8114904581991851,yield_rev
46,3,rev,yield,27.53031992289496,6.877931109,1.4398112582491462,0.8374578215105672,yield_rev
47,3,rev,yield,591.397994204479,7.388138731,2.771879847232027,0.8685350418226288,yield_rev
48,3,rev,yield,1707.465691402931,6.490059733,3.2323519860378553,0.8122486939641452,yield_rev
49,3,rev,yield,58.32397522455389,6.772776635,1.7658471168060164,0.8307667528857712,yield_rev
50,3,rev,yield,749.532518065845,6.48341309,2.8747904792259362,0.8118036935128368,yield_rev
51,3,rev,yield,375.38183050006387,6.912877203,2.5744732477618086,0.8396588423542753,yield_rev
52,3,rev,yield,29.60701370706885,6.364116314,1.4713946047568713,0.8037381084457491,yield_rev
53,3,rev,yield,32.23866310068215,6.731953348,1.5083770238267566,0.8281410976816276,yield_rev
54,3,rev,yield,340.5995777794506,7.08932564,2.532244105258501,0.8506049256265371,yield_rev
55,3,rev,yield,249.77816430130537,6.486659601,2.397554469514704,0.8120211081527968,yield_rev
56,3,rev,yield,4.876110836637696,6.507970935,0.688073568807104,0.8134456046831827,yield_rev
57,3,rev,yield,38.29209229462254,6.652985487,1.583109097013228,0.8230165760655155,yield_rev
58,3,rev,yield,97.58264712895692,6.392100643,1.9893725950624297,0.8056436042839459,yield_rev
59,3,rev,yield,136.78935399845332,6.552439373,2.1360522985563226,0.8164030112907688,yield_rev
60,3,rev,yield,515.4825434658027,6.270256811,2.7122139627236255,0.797285328600439,yield_rev
61,3,rev,yield,542.5903058086374,6.780951764,2.7344720301711996,0.8312906550534382,yield_rev
62,3,rev,yield,438.85320527394583,6.133661555,2.642319274682365,0.7877198086775983,yield_rev
63,3,rev,yield,255.43012510287954,6.269375979,2.4072721160848403,0.7972243155733242,yield_rev
64,3,rev,yield,103.42599027811589,6.322812455,2.0146296878490326,0.8009103001167825,yield_rev
65,3,rev,yield,47.3469632442761,6.228942302,1.6752921293045049,0.794414308071272,yield_rev
66,3,rev,yield,53.71212586090168,6.387915031,1.7300723415653732,0.8053591307267373,yield_rev
67,3,rev,yield,240.686421179477,6.939048538,2.38145158934785,0.8412999253504687,yield_rev
68,3,rev,yield,79.61630610256482,7.206904194,1.9010020240834524,0.8577487487427095,yield_rev
69,3,rev,yield,40.79211089506319,7.064608955,1.6105761796087736,0.8490881274887776,yield_rev
70,3,rev,yield,52.63662261127911,6.700847221,1.7212880153258616,0.826129716155129,yield_rev
71,3,rev,yield,1579.5518727543435,6.595914579,3.198533892780614,0.8192750226381639,yield_rev
72,3,rev,yield,297.05999729592395,6.760846072,2.4728441727618344,0.8300010482209852,yield_rev
73,3,rev,yield,7.218415306585217,6.538769545,0.8584418652781516,0.8154960311846743,yield_rev
74,3,rev,yield,86.36665544157388,6.499240879,1.9363461018208188,0.8128626333637287,yield_rev
75,3,rev,yield,594.1959151648018,6.626636305,2.773929661894633,0.8212931355124818,yield_rev
76,3,rev,yield,1.7433513186729508,6.368139419,0.2413849145836309,0.8040125629330616,yield_rev
77,3,rev,yield,2673.7738852140537,6.228385499,3.427124677213181,0.794375484902382,yield_rev
78,3,rev,yield,160.14513246304315,6.041692552,2.2045137430212787,0.7811586212406123,yield_rev
79,3,rev,yield,2.7271089182142525,6.32306036,0.4357024836089586,0.8009273276126502,yield_rev
80,3,rev,yield,336.4267664759951,6.553570198,2.5268905414373557,0.8164779556979213,yield_rev
81,3,rev,yield,265.82438421832177,5.92179405,2.4245948165079083,0.7724532992870076,yield_rev
82,3,rev,yield,84.30673126062555,6.591149461,1.9258622511685033,0.8189611598197515,yield_rev
83,3,rev,yield,259.3177232031218,6.125609156,2.4138321998633763,0.7871492832300155,yield_rev
84,3,rev,yield,57.96754869102493,6.162894752,1.7631849354842704,0.7897847510479027,yield_rev
85,3,rev,yield,150.36515431139014,6.001065243,2.177147204316503,0.7782283483993003,yield_rev
86,3,rev,yield,61.74807091176634,6.538310927,1.7906233942319187,0.8154655694516889,yield_rev
87,3,rev,yield,1203.7128579308617,7.360395268,3.080522899638688,0.8669011374491666,yield_rev
88,3,rev,yield,31.635644916200746,7.923876366,1.5001766923021187,0.8989376907455029,yield_rev
89,3,rev,yield,1055.3028292125762,7.038632081,3.023377102462279,0.8474882646253947,yield_rev
90,3,rev,yield,207.6606260728774,6.608061135,2.317354159027603,0.820074052240645,yield_rev
91,3,rev,yield,509.84443850624245,7.259847833,2.7074376862861405,0.8609275179478899,yield_rev
92,3,rev,yield,298.7940856095784,6.47276198,2.4753719967158334,0.8110896371935579,yield_rev
93,3,rev,yield,150.98866732616096,7.556044934,2.178944351912956,0.8782945319033462,yield_rev
94,3,rev,yield,61.486627064057615,5.763589496,1.788780669859659,0.760693041196304,yield_rev
95,3,rev,yield,354.8783719635161,5.74121642,2.5500795321085974,0.7590039182733386,yield_rev
96,3,rev,yield,28.31312734353957,6.345974351,1.4519878422732537,0.8024983124473941,yield_rev
97,3,rev,yield,24.08663612293401,5.841735551,1.3817761517934248,0.7665418930447641,yield_rev
98,3,rev,yield,151.979384169652,5.736762959,2.1817846803882737,0.7586669053600263,yield_rev
99,3,rev,yield,821.8631768110193,6.50385294,2.9147995225255428,0.8131707127722722,yield_rev
100,3,rev,yield,11.553528396540361,6.077754226,1.0627146361013367,0.7837431339719393,yield_rev
101,3,rev,yield,441.27842053663943,6.572109139,2.6447126900327174,0.8177047668859547,yield_rev
102,3,rev,yield,10.22183506816138,5.928330199,1.009528869226802,0.7729323851888619,yield_rev
103,3,rev,yield,844.7890264542793,6.449198196,2.926748263876638,0.8095057238293393,yield_rev
104,3,rev,yield,31.202385476363318,6.17009972,1.4941877978523634,0.7902921830763157,yield_rev
